companyid,locationid,rowcount
org-38ce5a94-18db-40ef-afbf-d5988bed091a,loc-cc3cb476-a8f0-4147-90f7-42add4dbdb8a,82193
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-375dc9d2-0d08-4300-b444-84dd4f537bac,81735
org-490e23ce-6f23-4d3d-8544-8728f0965cfc,loc-5fc21e7b-929f-45e1-bbb9-23421e12fc73,81604
org-00523c63-32e3-4348-8d6f-09ed1fc2d631,loc-e17df7b1-b658-4832-905a-00d272498952,81588
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-d2ae8c46-cf1f-49cd-99e3-661d2f636cf0,80416
org-2b3dfdb4-c6b5-4cb1-ae7f-46b332638844,loc-05b08272-d5b6-45ae-bd9b-8293ac2ff677,79608
org-490e23ce-6f23-4d3d-8544-8728f0965cfc,loc-247f5b1b-bacd-46f6-b416-e32a90d81acd,78502
org-3300ed5d-1c5c-44a6-8187-a05395397a21,loc-6a167148-db4d-4daa-a0bb-bceb918dec10,78318
org-00523c63-32e3-4348-8d6f-09ed1fc2d631,loc-11fd30e5-4e27-47ba-9e00-9d8ec8733ffd,78214
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-032d776d-691b-49ff-8f37-55d21d2d25d6,78074
org-a4f5fe04-50ec-48dc-8afe-294f3f8ade4a,loc-ca0632a9-5362-426a-8534-09681bb0f042,77744
org-dn9ukvce9j,loc-f5f8j3z6y6,77490
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-ddf75a22-a693-4102-85a3-e83f8be246f2,77247
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-e614e8bb-3cf6-4263-a354-2ca70fd66e18,76802
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-d2743f42-3ee4-4671-81c1-2c1122f5b533,76230
org-5834d77c-4c45-4f98-a110-4c0fcd977490,loc-bccb9e80-6faa-43d8-b568-d5c3e2eb8e95,74872
org-0281beee-a2f2-46fb-ac88-cc20df85fbfc,loc-64917afa-787c-4a1e-8c1a-3b21731e8146,74870
org-23c51f6b-038b-40fa-8587-44bc15226348,loc-881bf9df-48af-4496-a062-81dff245decf,74662
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-370f7f1c-bdd6-4ec8-870e-a74d206a2ac1,74624
org-75ac29f0-21d8-4fa7-b7f9-b010d5df026d,loc-fcebc9ae-7aaa-4642-998d-1719218afc54,74174
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-6bf893eb-972d-46cd-bd6d-974bacdc66e9,73855
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-cca090d7-f0f3-4479-998a-490804f90a6a,73226
org-38ce5a94-18db-40ef-afbf-d5988bed091a,loc-350e5e30-c5ee-470f-bd84-4a1b3df6745a,72866
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-86fe9ada-408a-444c-8e51-8460092359f0,72723
org-21b9c258-ad27-4aab-8663-4d480c235950,loc-2fb6343d-bc31-46ae-b24f-149a07307f58,72373
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-16bd133e-9438-496f-8f9d-23d78f243342,71015
org-81961a5e-0b5a-4e74-bd1f-9dbce15fc3ee,loc-7c3cbcc5-9db9-48ef-ae33-f1ca4f0e6e0d,70841
org-ee9af658-636e-4419-8c9b-637b69c5fc0f,loc-2c263ecd-e3a5-4ccb-b643-8d2836f3a7c8,70141
org-5834d77c-4c45-4f98-a110-4c0fcd977490,loc-a7f8dea0-c582-4833-bb75-048f1fcb4cca,69977
org-21b9c258-ad27-4aab-8663-4d480c235950,loc-87136a64-d70e-4e2d-b534-d1d9a2fefcc0,69207
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-86d623a4-5a5a-4ab4-8d51-f26745d6d0a0,68864
org-0281beee-a2f2-46fb-ac88-cc20df85fbfc,loc-502f0d8b-2a14-47d7-87e8-dd2790e05d0c,68290
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-20c6bd52-8541-4b09-8905-fa30dc1a2632,67383
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-7ad4b006-ffb0-49d6-b54a-392dae8d9cd6,66800
org-2021a819-ed0f-4e52-be3e-c298bf0c88c4,loc-71707132-d165-4499-8cbf-a5a87eff92a1,66378
org-38ce5a94-18db-40ef-afbf-d5988bed091a,loc-c24c21f6-5de0-4740-b66e-ff4f61cddbfd,65694
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-1244e1d6-a791-46a7-bb44-aed354208849,65620
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-ecfda2d5-b922-4200-9864-17db1131668e,65537
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-5679a02c-280d-4ab0-b5d4-abf32570e924,65252
org-4eb0858e-7f92-435e-bc51-7bed67a55961,loc-a079605a-311e-489f-88ae-756ebdd7a905,65065
org-4eb0858e-7f92-435e-bc51-7bed67a55961,loc-6a09c082-1395-41ca-ba60-e201269c403c,64513
org-38ce5a94-18db-40ef-afbf-d5988bed091a,loc-d1dd0471-8db9-4df5-af20-01007c4669d8,64182
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-c6f1e7b4-6f5e-4362-8b2d-be64cb781442,64014
org-14bb3e55-31ab-48f3-8a7f-b11e32c097c0,loc-bf2e43dd-2154-4360-9086-a115bd0d4575,63868
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-b67fb98e-9e39-4b4f-8a23-50c0cc8b69a5,63858
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-532f4414-c7a3-40df-86e2-7ec548731c34,63589
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-b8fb85cf-0d1f-4287-b41c-3674f1c33cdd,63371
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-34bf3131-4156-4dee-9288-49d4cfda0d78,63262
org-d9b572d8-78e8-4a79-9590-ac87aa6633da,loc-55bdac79-1c72-4357-84c0-6f0c7546884a,62979
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-4b952666-d239-4c8f-852f-4387a59bffdb,62682
org-38ce5a94-18db-40ef-afbf-d5988bed091a,loc-b7d63e1c-b4ff-41be-aef3-47b9465a1353,62061
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-4ac6c181-2296-499b-b5b0-b101ed0f4892,61668
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-d000fd39-6c34-464b-b5ad-bdbe8cd4b7b2,61187
org-00523c63-32e3-4348-8d6f-09ed1fc2d631,loc-c252c447-6a5f-4ab6-9c02-5cc23df0c2e7,60599
org-21b9c258-ad27-4aab-8663-4d480c235950,loc-33aa6273-01d1-44f0-b11c-59b291ad03c7,60055
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-63a74329-87e8-4fe5-a236-b68aedd44e4e,58863
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,loc-7f289907-f532-43a6-ab2c-ef53b6b95838,55912
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-72d507f7-20e0-4244-acf3-c8296a51993e,55714
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-1ddaa00b-b451-40be-a06d-287f3de6b3c1,53925
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-51dcc47f-06e6-4c31-aaf8-1fd2587d4014,53584
org-4eb0858e-7f92-435e-bc51-7bed67a55961,loc-81d96181-bb7b-4706-bd8f-09b2c54d272b,53500
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-eab737a2-43a0-4d00-aaf8-ee235301ebd5,52296
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-8b071083-e487-45d6-931c-98871a131ed0,51944
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-ac79d48d-b4bd-4f6a-9a93-25e913d5def9,51688
org-4eb0858e-7f92-435e-bc51-7bed67a55961,loc-e0441697-55be-4757-ba04-0064a45dbd98,51567
org-c0b45cff-b4b8-4bf2-8d97-5aca04145b9b,loc-27595970-8fa7-4d26-932d-a4fcaafe0f96,51460
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-49bcc2be-f811-4166-86b3-338550103f48,51183
org-00523c63-32e3-4348-8d6f-09ed1fc2d631,loc-ec62ab75-0ec7-4576-ae80-52e6f96f1c0e,51132
org-490e23ce-6f23-4d3d-8544-8728f0965cfc,loc-1802eb27-f422-4a88-9982-b7947e69cd7c,50804
org-c0b45cff-b4b8-4bf2-8d97-5aca04145b9b,loc-d1e610a3-ee22-47a8-abd3-c11e2533c1ef,49943
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-b591f048-7bb6-43f0-bec8-a284967db852,49248
org-38ce5a94-18db-40ef-afbf-d5988bed091a,loc-d6eb118e-37ad-4516-9691-5451f7a9e677,47780
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-eb8f3ac1-08a1-453a-9959-c50f910f5b2a,45978
org-5cf80db5-7a28-4dcf-846b-8cdf5f362269,loc-9570ff0d-3ad8-4319-bc2b-a232724e92c2,45805
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,loc-d45f4b24-0d3a-4ed2-a2c1-836ffd78e021,44168
org-5834d77c-4c45-4f98-a110-4c0fcd977490,loc-e47c413c-e23a-4d66-91dd-3e4e6f5af247,43286
org-7bd17b79-edd7-48bf-b655-dd2fbb1650a7,loc-33e4f833-4e6d-4764-9c4a-8d1f0e8228aa,43029
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-8f1c345e-86ee-4149-922c-7db064f5316f,42192
org-e5f5bee2-f231-4560-a810-742400d57ac1,loc-92156033-b290-405a-951d-656dc5ebaccf,41371
org-5cf80db5-7a28-4dcf-846b-8cdf5f362269,loc-51261117-c11f-434e-a6a7-7c91e9fa53a3,41303
org-cd15bff0-a4ca-4785-999e-bde08aa17a24,loc-37c81c58-a927-4777-807a-1916413ef92a,41163
org-5834d77c-4c45-4f98-a110-4c0fcd977490,loc-84ca679f-f381-4df5-ac44-c518e236eaf2,40544
org-cd15bff0-a4ca-4785-999e-bde08aa17a24,loc-2421c4dd-af2d-4f0f-98ed-eca43e46524d,40186
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-5f789d8e-ce41-4bba-aa8b-20e29d32ab0e,40082
org-490e23ce-6f23-4d3d-8544-8728f0965cfc,loc-b2e07e29-8760-48d3-8ccc-764e480cff59,39948
org-e07af72f-850f-4266-a421-23709dd503da,loc-636327b0-9d79-4fa6-b47c-3f1075953795,39303
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-2b37a3c7-7da5-469b-af78-936255420532,38631
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-6b39295f-4c93-460c-b382-80e1e6e55a83,37248
org-21b9c258-ad27-4aab-8663-4d480c235950,loc-299eebf8-7217-4800-b9bf-90cf7752484a,36652
com-q9raq2mv7j,loc-5fgm3spxly,35472
org-fce5853c-91e9-4f26-bdcf-120c6812bba3,loc-41ee144f-22ab-42e4-993b-ea900e35b6ed,35072
org-0281beee-a2f2-46fb-ac88-cc20df85fbfc,loc-410171fa-aed9-45a0-9d4e-818191ed0c24,34834
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-df39d377-1645-4cfa-857a-6ac551a5731f,34694
org-ccab0ac0-6515-439e-9adc-80ac4b40fed8,loc-17bf8c5a-fc0a-45f6-9c90-dab6c7e1c86b,34473
org-3300ed5d-1c5c-44a6-8187-a05395397a21,loc-32a543d7-b168-4263-b06e-a71ae9ef505a,34403
org-3300ed5d-1c5c-44a6-8187-a05395397a21,loc-0f2c12d5-7714-41cf-9aee-f5a32b924b40,33999
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-2c43ee8f-f110-4e05-a963-38f630376ebf,33941
org-00523c63-32e3-4348-8d6f-09ed1fc2d631,loc-bd385e21-33da-46a9-8f11-a613cb85a2ef,32868
org-5cf80db5-7a28-4dcf-846b-8cdf5f362269,loc-c331bd00-792f-440a-9250-15a3ec8bd2f0,32660
org-7bd17b79-edd7-48bf-b655-dd2fbb1650a7,loc-e5590317-6948-4407-9b07-4815617f2072,32510
org-cdd50fb4-2288-4767-950e-9888472054d2,loc-1ed3b4ff-2628-4487-a209-5cffff6f7656,31884
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-35126b70-492b-4cf5-84c4-f18564e3fa7a,31392
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-abb7e7af-9f93-4fff-b972-19d6aa6e48eb,31300
org-a4f5fe04-50ec-48dc-8afe-294f3f8ade4a,loc-bf92520f-bd20-4316-8f12-d1d4406b201d,30152
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-e4588a29-4b88-46a1-ab7e-9c6fd81b1b02,29867
com-q9raq2mv7j,loc-xner3i4ps7,29636
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-b7989276-66aa-4b02-9ad7-0adb9ea8a525,29590
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-41b6603f-d382-40ae-97af-2089c101187d,29465
org-cd15bff0-a4ca-4785-999e-bde08aa17a24,loc-98cf5ea3-2152-4266-9e86-7c45ee13061c,29128
org-45298862-0aa5-4254-9985-73fffcc7bbf3,loc-bba52e63-ede9-4fe5-9a1a-bc7bab16030a,28586
org-5cf80db5-7a28-4dcf-846b-8cdf5f362269,loc-6ef831d3-faca-4947-a99b-4656ac41c25b,28565
org-5834d77c-4c45-4f98-a110-4c0fcd977490,loc-0cc0dfbb-87f9-495a-86ba-bfa00e779016,27898
org-14bb3e55-31ab-48f3-8a7f-b11e32c097c0,loc-5c5c2757-76e4-4153-8108-79d8bdc08e6f,27890
org-490e23ce-6f23-4d3d-8544-8728f0965cfc,loc-d324605e-cf48-4133-aa10-c1f3aa9ad7cb,27806
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-a1d72f2c-db06-4887-96a7-be5f4b3dc4c6,27271
org-ccab0ac0-6515-439e-9adc-80ac4b40fed8,loc-5ee2a533-212d-4046-afe3-5d84f1541429,27244
com-8umc347sbf,loc-0ba5c259-9604-42fa-8c01-3ddf660f1320,26842
org-ee9af658-636e-4419-8c9b-637b69c5fc0f,loc-5b1e0cd9-39a1-4672-9425-40c2783845fd,26809
org-7bd17b79-edd7-48bf-b655-dd2fbb1650a7,loc-b9b48e5c-b8df-42d0-824e-2e182e54591b,26808
org-db3b1944-eb78-468c-9338-7285a785eb13,loc-a785c5b7-d9eb-45cd-9586-77f4182cf8c2,26798
org-00523c63-32e3-4348-8d6f-09ed1fc2d631,loc-bb777af6-6b69-4ca8-ba2c-0fa91627bbac,25790
org-38ce5a94-18db-40ef-afbf-d5988bed091a,loc-7ad9878a-f187-460d-92f4-bebfc1fcebfc,25211
org-e824a10d-ee5a-494b-a034-810ac3d2ddc6,loc-0864ac6e-5495-4c0e-bb91-7b759f129e2f,24381
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-3c573e4a-9e6f-47df-98f0-29b0143d457e,23989
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-dc794c58-cbb6-4d84-9e63-814c09858dcf,23480
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-264ae161-3216-4120-93f8-f136a47f17ae,23336
org-06718c59-d0f4-497c-9d04-169b947a26cc,loc-f9c86ea2-f77b-4789-9998-f4a6597d7637,23079
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-910ee87b-ef39-491e-b3d1-73ab41a72a8e,22481
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-275a84d0-3171-47c6-ab2f-9d930f7e6247,22341
org-4eb0858e-7f92-435e-bc51-7bed67a55961,loc-7f5424a9-daa5-4550-bc5b-cf439c04c329,22330
org-ccab0ac0-6515-439e-9adc-80ac4b40fed8,loc-e29aa2f1-e5c8-4fb4-aaad-0bbe5349f21d,22232
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-f024dbfa-9fa9-4f1a-9d9f-8fe8fe08e34e,21769
com-q9raq2mv7j,loc-orr1bdtolf,21641
org-b167596f-4d4b-426e-ae47-7ade87623ce2,loc-967ee122-c178-43d9-aeef-d2aa65e736fc,21366
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-af483520-e19b-4ad1-81c2-a387f8dbac0d,21312
org-3300ed5d-1c5c-44a6-8187-a05395397a21,loc-8cf9cf2a-ca39-46a5-8914-d687f37404b7,21146
org-0c3bef6d-b1dc-4745-9fa6-cd1c1a576a82,loc-1bbe74df-2889-411e-bade-65c8a963832e,21101
org-c0b45cff-b4b8-4bf2-8d97-5aca04145b9b,loc-ff5526e5-c6a0-4d21-a8f9-eb054ea70585,21037
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-6a79ed0b-9422-439d-b895-d1167fc3b8f4,21018
org-42a2fc0d-1696-4fd9-8c9e-dc5504f903c2,loc-60fa5db5-32c4-401f-ade4-54e1a0096f02,20498
org-c0b45cff-b4b8-4bf2-8d97-5aca04145b9b,loc-609280c5-2f81-49b4-b27d-18f526f8ce4f,20422
org-75ac29f0-21d8-4fa7-b7f9-b010d5df026d,loc-7dec938b-f2d4-4cab-b9e4-1700cc4a98e9,20376
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,loc-f115b748-46ce-4516-9919-1af0445da4c6,20228
org-0281beee-a2f2-46fb-ac88-cc20df85fbfc,loc-ec0889f9-61fa-4b4a-8f8e-4b2ddf0995b8,19783
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-10668044-4053-4d0e-9fbb-ac3dc986a98e,19744
org-4eb0858e-7f92-435e-bc51-7bed67a55961,loc-81de0fdc-5c6d-46bf-a550-4715b18ead9a,19344
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-e4e5b809-6dae-4f7a-a914-c411cb5529b6,18569
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-189597c2-9cd4-46e0-84b0-5f521e455de9,18509
org-f45f1d01-3e76-4d15-b943-89292dc84eaf,loc-1f35d99d-c676-4b37-8e3b-23a2f8028906,16449
org-95081a48-141d-41cb-b821-4eda70379621,loc-e3fd3bc5-cc95-4c80-a433-de01b53fe999,15607
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-6ee50a85-5815-47b9-a5d5-2d753f36387f,14401
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-c4c50e4f-a6bc-43f0-a14f-dd137df0c53d,14140
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-f56d8f96-cdb3-45b2-963d-b6cb4bba1dd3,14126
org-e07af72f-850f-4266-a421-23709dd503da,loc-cac13766-f2c9-4024-a05c-db8055972286,13497
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-c1cce004-390a-4f1a-8989-f139a70cf8d2,12859
org-6f2f1636-254f-4c02-a7da-bc9b1a95c738,loc-045b5268-c7e8-45c9-b00f-f605a588c56a,12693
org-21b9c258-ad27-4aab-8663-4d480c235950,loc-96f56d2c-1390-48a4-ac02-b46911c57984,12637
org-80aa3533-c30f-4d4f-8d65-3a00857fb8c6,loc-6d547b2e-988c-4f8c-a208-f86973b9b034,12367
org-d7a82a2f-b933-4459-8a1e-91a605df80f7,loc-64459b3f-7b52-4dc4-af5d-fc8f14d9d3bb,12184
org-5cf80db5-7a28-4dcf-846b-8cdf5f362269,loc-1f10bf4c-5e24-49c4-9873-159cdabf4086,12106
org-06f2ea93-bc07-4f0b-9d46-3cf13d0c5f54,loc-cba8bde9-0102-45ff-8832-e20e8aad57bf,11892
org-38ce5a94-18db-40ef-afbf-d5988bed091a,loc-29b650da-1cdc-49a3-b5d2-dd387cbce65b,11467
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-318502af-b3bb-457d-90b8-faa06bb1d0ae,11355
org-056369e9-e33f-4fe6-832f-6bc1e4105370,loc-e5a387a9-ae1b-4b0e-a553-46bdd0c98d8a,11278
org-bb489c9b-ceae-40db-8ff0-36f8189239fb,loc-005dc53a-2255-4be4-9644-e7421d3c9f60,11225
org-ff0a2581-0549-400a-9522-3ba9dfa8d99e,loc-ad947525-0a97-4383-afa4-2714cf11c369,11208
org-c0b45cff-b4b8-4bf2-8d97-5aca04145b9b,loc-74b69b67-7e1e-43b1-833a-34ccc5607601,10677
org-7a87d43c-fd27-47dd-93e0-566a302da86b,loc-5003dce0-5410-4190-8978-dd03ac195f02,10493
org-38ce5a94-18db-40ef-afbf-d5988bed091a,loc-6a5094de-561c-4379-8670-22f415d15414,10334
org-c0b45cff-b4b8-4bf2-8d97-5aca04145b9b,loc-ebb6bded-b9df-475d-80ec-5dad52540484,10226
org-e07af72f-850f-4266-a421-23709dd503da,loc-14c5cb04-996c-4a4a-9187-255f2c276257,9914
org-a4f5fe04-50ec-48dc-8afe-294f3f8ade4a,loc-581751e1-7b95-4a98-bdfa-6ef02735e1f1,9896
org-e07af72f-850f-4266-a421-23709dd503da,loc-510ac30f-a0b7-4e1b-9cc9-a04425f0720d,9796
org-deb56aa5-9a48-4d22-be8d-e740884ff6ce,loc-19b8b52c-d9a3-49ad-92be-f4d88efb4d54,9416
org-ab5e9805-fdc3-4f36-a231-90d1659ae447,loc-ef21e0bf-a82c-4b98-8ac4-d612e86f843e,9241
org-21b9c258-ad27-4aab-8663-4d480c235950,loc-52cc97d4-0e8b-4ff5-8735-c5c6d7ea6ca3,8882
org-8c7eb7e3-5278-4898-b362-6efbf82c756e,loc-44d1f625-2f79-4d55-9451-7c122a461854,8588
org-00523c63-32e3-4348-8d6f-09ed1fc2d631,loc-e4bf6ff7-3105-40c2-b9ee-b22bc0167418,8491
org-ab5e9805-fdc3-4f36-a231-90d1659ae447,loc-4278430b-8025-4753-b5cc-c3828f23ba99,8387
org-678b35be-89ef-4ed4-a108-99f68838b943,loc-3ade33cd-f186-4d3b-9edb-3d03449b3e9b,8321
org-2e18c3a6-5a09-4500-85b9-fd63ea3c7172,loc-c7406fc8-37e9-4010-8993-c878eceaa861,8043
org-28e544a5-776e-4870-ac64-d10d069142a8,loc-ab661872-9930-43a4-a4e9-b0f726779363,7917
org-7bd17b79-edd7-48bf-b655-dd2fbb1650a7,loc-44ea7725-5e80-48e1-b889-b0f3d710c463,7892
org-c0b45cff-b4b8-4bf2-8d97-5aca04145b9b,loc-474f8586-e8ed-45c7-b26a-a8991817f5cd,7799
org-c0b45cff-b4b8-4bf2-8d97-5aca04145b9b,loc-6611a260-f18e-440e-bda1-5f874d694095,7712
org-7b76f4b4-7732-43b7-8c89-0a6c949ba1c2,loc-f30af4c3-0df4-4b6b-ad08-c35ab25b1fa4,7655
org-c69b01ce-4313-4fd1-9a96-101c60ec087c,loc-65c28baf-bf54-41e4-9421-7707eef56f5b,7635
org-12915e1c-208e-4e66-9da5-e1f21aa3d0fe,loc-3f2b3cd9-6fd0-45fc-b0af-dc95fae3b6e2,7523
org-c0b45cff-b4b8-4bf2-8d97-5aca04145b9b,loc-220cb144-28f8-4d15-8a86-a42cbb24f7ca,7303
org-5cf80db5-7a28-4dcf-846b-8cdf5f362269,loc-bf255018-d7ba-41f1-9430-33bfd186bebc,7123
org-01f3c609-7e51-4d35-8d13-d00634a67c42,loc-7ed6db4f-9f16-4748-8ace-0fb37cfaffc4,7086
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-a7790eb0-4ac3-4611-bda2-f22b5f71ace3,6636
org-38ce5a94-18db-40ef-afbf-d5988bed091a,loc-441ee812-cfd1-4f02-9ab3-ec42145d6f2e,6414
org-687543d8-de97-4238-8dad-8445157ea73a,loc-c9ac0535-bdc7-4f48-b3b8-3a3468d6c5a7,6367
org-0281beee-a2f2-46fb-ac88-cc20df85fbfc,loc-64daba34-84aa-429e-9b11-db9e8ac04dc3,6297
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,loc-6ca27cb7-70af-4f72-9647-46215449bb7e,6296
org-96ed1e1e-a4de-4de0-9b82-4be94e203960,loc-582c9767-814b-4931-b82e-7ca548286ca6,6137
org-0c560cc7-c54c-4bb5-84cf-35c57d3755f3,loc-01bb140e-a6b6-49d2-9e89-972809bd954c,6002
org-38ce5a94-18db-40ef-afbf-d5988bed091a,loc-f47f8ed2-3e75-4bfc-8ed9-aea224270733,5836
org-38ce5a94-18db-40ef-afbf-d5988bed091a,loc-c9371528-7d1c-48a1-9d53-2993e6a2ca94,5811
org-b83949a2-5552-4629-8af2-d3413b6f56c3,loc-0818d313-95ae-4ab1-8864-5b61c73e1abc,5783
org-b46729a6-a586-48c6-9ad0-92f669762966,loc-385a828f-c036-4fea-bfae-2a4a7d7a39f9,5594
org-5754517c-2155-4384-8782-985725f44100,loc-405e624e-dd80-4f2b-80ee-35d7672e7c49,5502
org-72d73803-0843-4e4b-9dbc-be7ae776e03a,loc-0042ecb4-aab8-4245-9da9-9b7ae41f2e8a,5424
org-2e18c3a6-5a09-4500-85b9-fd63ea3c7172,loc-f36c8e17-462c-497d-8bd8-8b154e4ee163,5405
org-8c7eb7e3-5278-4898-b362-6efbf82c756e,loc-ca690711-63cc-4bf2-b254-1762400548fc,5270
org-db3b1944-eb78-468c-9338-7285a785eb13,loc-1dd407a6-da1f-4356-ada6-6d80b576a2ea,5261
org-c423a6da-65d4-4372-81f8-d80fecf3e71f,loc-32858cfb-d67e-47aa-9063-5a707ea296a3,5197
org-28e544a5-776e-4870-ac64-d10d069142a8,loc-70d455a9-055f-4791-b914-8beca208828a,4956
org-0281beee-a2f2-46fb-ac88-cc20df85fbfc,loc-3c43566f-87d2-406e-be0f-e6e967d89b97,4909
org-71bf3ee7-4dc4-46ae-8e79-70240c1246a5,loc-e452cec6-59ef-4d7e-83d1-f12f360eab55,4719
org-5754517c-2155-4384-8782-985725f44100,loc-d011a08f-d34a-4128-aa24-13810aa8b7f7,4669
org-c0b45cff-b4b8-4bf2-8d97-5aca04145b9b,loc-1c02eb14-1aae-4898-96be-ea76522ca55c,4657
org-5cf80db5-7a28-4dcf-846b-8cdf5f362269,loc-c5d835ff-f3bc-459f-8814-e3dc307d3651,4565
org-c0b45cff-b4b8-4bf2-8d97-5aca04145b9b,loc-43383b61-bf0f-4c6f-aef0-5900bd012d06,4373
org-ec036282-b0cb-48b7-b085-07778d8a9490,loc-c076b112-69d3-4ea5-9e04-e8288174337c,4273
org-aeb28116-ef76-488e-aa3a-07a1f5f6d730,loc-79a4eb86-9ac9-4a31-9dd4-39d172c372aa,3980
org-21b9c258-ad27-4aab-8663-4d480c235950,loc-86e58b1d-f535-47b2-9f7f-14d8c8d0591a,3965
org-d7a82a2f-b933-4459-8a1e-91a605df80f7,loc-d8ce36f8-7437-4a55-a6ac-8bb7daed03ea,3882
org-6844ae40-c720-4b76-b928-b598fdabdf94,loc-fcd4cd84-111a-40c1-9443-9098c8ac3dc7,3752
org-deb56aa5-9a48-4d22-be8d-e740884ff6ce,loc-223bb0d7-3b60-4405-95a2-4d140b05c1ee,3655
org-ab5e9805-fdc3-4f36-a231-90d1659ae447,loc-2a65a81e-02f5-4260-ab1e-81271b0bc4d4,3604
org-85f0bf1b-7685-43da-bfc2-730888ca6564,loc-a4f93305-865f-4977-939f-b7108d4d5d18,3530
org-4eb0858e-7f92-435e-bc51-7bed67a55961,loc-cf059f28-aaaf-49b5-a6fa-0857fc4feae5,3490
org-a326e09a-7e24-45e7-be41-1d446439867f,loc-db51d790-436b-43a3-a1bd-7ab51fd09ba0,3401
org-38ce5a94-18db-40ef-afbf-d5988bed091a,loc-82f1a036-397b-4667-8d91-646f70db9fe4,3136
org-c0b45cff-b4b8-4bf2-8d97-5aca04145b9b,loc-b936a767-290a-4789-928c-0d0bedfa1d68,3132
org-d9b572d8-78e8-4a79-9590-ac87aa6633da,loc-ba898a4b-3b65-4471-b12f-22cd1915eb98,2946
